Id;CreatorId;CustomerId;Description;Address;TerminalId;Location;Status;Priority;CreateTime;ResolutionDate;IssueType;TechnicianId;ServiceDate
9231;8;4630;El kell végezni a leszerelést;Petőfi utca 57;8397;Mezőkövesd;elvégezve;alacsony;2018. 08. 23. 0:00:00;2018. 09. 06. 0:00:00;leszerelés;19;2018. 09. 06. 0:00:00
9232;3;4631;El kell végezni a telepítést;Arany János utca 53;16782;Lenti;elvégezve;magas;2020. 07. 08. 0:00:00;2020. 07. 22. 0:00:00;telepítés;12;2020. 07. 22. 0:00:00
9233;1;4632;El kell végezni a telepítést;Rákóczi utca 78;562;Hajdúszoboszló;elvégezve;magas;2024. 05. 08. 0:00:00;2024. 05. 22. 0:00:00;telepítés;19;2024. 05. 22. 0:00:00
9234;6;4633;El kell végezni a telepítést;Gyöngyvirág utca 82;10681;Hajdúböszörmény;elvégezve;közepes;2023. 04. 09. 0:00:00;2023. 04. 23. 0:00:00;telepítés;18;2023. 04. 23. 0:00:00
9235;11;4634;El kell végezni a telepítést;Orgona utca 1;17609;Kazincbarcika;elvégezve;alacsony;2024. 01. 11. 0:00:00;2024. 01. 25. 0:00:00;telepítés;19;2024. 01. 25. 0:00:00
9236;9;4634;El kell végezni a szervizelést;Orgona utca 1;17609;Kazincbarcika;elvégezve;magas;2024. 02. 08. 0:00:00;2024. 02. 22. 0:00:00;szerviz;16;2024. 02. 22. 0:00:00
9237;3;4634;El kell végezni a szervizelést;Orgona utca 1;17609;Kazincbarcika;elvégezve;közepes;2024. 03. 07. 0:00:00;2024. 03. 21. 0:00:00;szerviz;15;2024. 03. 21. 0:00:00
9238;7;4635;El kell végezni a telepítést;Rákóczi tér 46;19989;Szigetszentmiklós;elvégezve;közepes;2024. 02. 06. 0:00:00;2024. 02. 20. 0:00:00;telepítés;20;2024. 02. 20. 0:00:00
9239;7;4635;El kell végezni a szervizelést;Rákóczi tér 46;19989;Szigetszentmiklós;elvégezve;közepes;2024. 03. 05. 0:00:00;2024. 03. 19. 0:00:00;szerviz;17;2024. 03. 19. 0:00:00
9240;4;4636;El kell végezni a telepítést;Fő utca 74;13621;Hódmezővásárhely;elvégezve;alacsony;2023. 08. 26. 0:00:00;2023. 09. 09. 0:00:00;telepítés;20;2023. 09. 09. 0:00:00
9241;6;4637;El kell végezni a telepítést;Ady Endre utca 1;9377;Dunakeszi;elvégezve;alacsony;2025. 04. 04. 0:00:00;2025. 04. 18. 0:00:00;telepítés;12;2025. 04. 18. 0:00:00
9242;1;4637;El kell végezni a leszerelést;Ady Endre utca 1;9377;Dunakeszi;új;közepes;2025. 05. 02. 0:00:00;;leszerelés;0;2025. 05. 16. 0:00:00
9243;5;4638;El kell végezni a telepítést;Szent István utca 91;10114;Budaörs;elvégezve;magas;2024. 12. 05. 0:00:00;2024. 12. 19. 0:00:00;telepítés;17;2024. 12. 19. 0:00:00
9244;4;4639;El kell végezni a telepítést;Templom utca 25;10225;Dabas;elvégezve;közepes;2019. 10. 13. 0:00:00;2019. 10. 27. 0:00:00;telepítés;14;2019. 10. 27. 0:00:00
9245;10;4639;El kell végezni a szervizelést;Templom utca 25;10225;Dabas;elvégezve;magas;2019. 11. 10. 0:00:00;2019. 11. 24. 0:00:00;szerviz;17;2019. 11. 24. 0:00:00
9246;9;4640;El kell végezni a telepítést;Széchenyi utca 76;13613;Sárvár;elvégezve;alacsony;2020. 10. 06. 0:00:00;2020. 10. 20. 0:00:00;telepítés;16;2020. 10. 20. 0:00:00
9247;6;4640;El kell végezni a leszerelést;Széchenyi utca 76;13613;Sárvár;elvégezve;magas;2020. 11. 03. 0:00:00;2020. 11. 17. 0:00:00;leszerelés;19;2020. 11. 17. 0:00:00
9248;4;4641;El kell végezni a telepítést;Közép utca 99;6390;Püspökladány;elvégezve;alacsony;2022. 11. 07. 0:00:00;2022. 11. 21. 0:00:00;telepítés;16;2022. 11. 21. 0:00:00
9249;11;4642;El kell végezni a telepítést;Hunyadi utca 80;3164;Kaba;elvégezve;közepes;2024. 07. 15. 0:00:00;2024. 07. 29. 0:00:00;telepítés;16;2024. 07. 29. 0:00:00
9250;1;4642;El kell végezni a szervizelést;Hunyadi utca 80;3164;Kaba;elvégezve;magas;2024. 08. 12. 0:00:00;2024. 08. 26. 0:00:00;szerviz;13;2024. 08. 26. 0:00:00
9251;5;4642;El kell végezni a szervizelést;Hunyadi utca 80;3164;Kaba;elvégezve;alacsony;2024. 09. 09. 0:00:00;2024. 09. 23. 0:00:00;szerviz;12;2024. 09. 23. 0:00:00
9252;7;4643;El kell végezni a telepítést;Nyár utca 90;17148;Zalaegerszeg;elvégezve;közepes;2024. 06. 15. 0:00:00;2024. 06. 29. 0:00:00;telepítés;12;2024. 06. 29. 0:00:00
9253;10;4643;El kell végezni a szervizelést;Nyár utca 90;17148;Zalaegerszeg;elvégezve;alacsony;2024. 07. 13. 0:00:00;2024. 07. 27. 0:00:00;szerviz;12;2024. 07. 27. 0:00:00
9254;6;4644;El kell végezni a telepítést;Rét utca 1;16202;Kiskunhalas;elvégezve;magas;2025. 04. 12. 0:00:00;2025. 04. 26. 0:00:00;telepítés;12;2025. 04. 26. 0:00:00
9255;11;4644;El kell végezni a szervizelést;Rét utca 1;16202;Kiskunhalas;új;magas;2025. 05. 10. 0:00:00;;szerviz;0;2025. 05. 24. 0:00:00
9256;4;4645;El kell végezni a telepítést;Honvéd utca 62;5649;Gárdony;elvégezve;magas;2021. 11. 15. 0:00:00;2021. 11. 29. 0:00:00;telepítés;18;2021. 11. 29. 0:00:00
9257;5;4645;El kell végezni a szervizelést;Honvéd utca 62;5649;Gárdony;elvégezve;magas;2021. 12. 13. 0:00:00;2021. 12. 27. 0:00:00;szerviz;17;2021. 12. 27. 0:00:00
9258;5;4646;El kell végezni a telepítést;Gyöngyvirág utca 46;9767;Szentendre;elvégezve;magas;2023. 10. 07. 0:00:00;2023. 10. 21. 0:00:00;telepítés;14;2023. 10. 21. 0:00:00
9259;5;4646;El kell végezni a szervizelést;Gyöngyvirág utca 46;9767;Szentendre;elvégezve;magas;2023. 11. 04. 0:00:00;2023. 11. 18. 0:00:00;szerviz;19;2023. 11. 18. 0:00:00
9260;10;4646;El kell végezni a szervizelést;Gyöngyvirág utca 46;9767;Szentendre;elvégezve;alacsony;2023. 12. 02. 0:00:00;2023. 12. 16. 0:00:00;szerviz;17;2023. 12. 16. 0:00:00
9261;2;4647;El kell végezni a telepítést;Vasút utca 43;13090;Békéscsaba;elvégezve;közepes;2025. 02. 26. 0:00:00;2025. 03. 12. 0:00:00;telepítés;19;2025. 03. 12. 0:00:00
9262;1;4648;El kell végezni a telepítést;Kossuth tér 43;15402;Sopron;elvégezve;alacsony;2022. 12. 10. 0:00:00;2022. 12. 24. 0:00:00;telepítés;14;2022. 12. 24. 0:00:00
9263;7;4648;El kell végezni a szervizelést;Kossuth tér 43;15402;Sopron;elvégezve;magas;2023. 01. 07. 0:00:00;2023. 01. 21. 0:00:00;szerviz;13;2023. 01. 21. 0:00:00
9264;4;4649;El kell végezni a telepítést;Mátyás király utca 47;7188;Gödöllő;elvégezve;közepes;2019. 11. 28. 0:00:00;2019. 12. 12. 0:00:00;telepítés;17;2019. 12. 12. 0:00:00
9265;3;4649;El kell végezni a szervizelést;Mátyás király utca 47;7188;Gödöllő;elvégezve;közepes;2019. 12. 26. 0:00:00;2020. 01. 09. 0:00:00;szerviz;12;2020. 01. 09. 0:00:00
9266;8;4649;El kell végezni a leszerelést;Mátyás király utca 47;7188;Gödöllő;elvégezve;magas;2020. 01. 23. 0:00:00;2020. 02. 06. 0:00:00;leszerelés;20;2020. 02. 06. 0:00:00
9267;5;4650;El kell végezni a telepítést;Hegyalja utca 73;5775;Szentendre;elvégezve;alacsony;2020. 04. 25. 0:00:00;2020. 05. 09. 0:00:00;telepítés;12;2020. 05. 09. 0:00:00
9268;11;4651;El kell végezni a telepítést;Ady Endre utca 10;1030;Mohács;elvégezve;közepes;2020. 10. 16. 0:00:00;2020. 10. 30. 0:00:00;telepítés;12;2020. 10. 30. 0:00:00
9269;7;4651;El kell végezni a szervizelést;Ady Endre utca 10;1030;Mohács;elvégezve;magas;2020. 11. 13. 0:00:00;2020. 11. 27. 0:00:00;szerviz;16;2020. 11. 27. 0:00:00
9270;1;4652;El kell végezni a telepítést;Hunyadi utca 51;13112;Budaörs;elvégezve;közepes;2022. 10. 05. 0:00:00;2022. 10. 19. 0:00:00;telepítés;16;2022. 10. 19. 0:00:00
9271;9;4652;El kell végezni a leszerelést;Hunyadi utca 51;13112;Budaörs;elvégezve;magas;2022. 11. 02. 0:00:00;2022. 11. 16. 0:00:00;leszerelés;13;2022. 11. 16. 0:00:00
9272;4;4653;El kell végezni a telepítést;Nyár utca 58;12006;Cegléd;elvégezve;alacsony;2021. 08. 25. 0:00:00;2021. 09. 08. 0:00:00;telepítés;13;2021. 09. 08. 0:00:00
9273;8;4653;El kell végezni a szervizelést;Nyár utca 58;12006;Cegléd;elvégezve;magas;2021. 09. 22. 0:00:00;2021. 10. 06. 0:00:00;szerviz;12;2021. 10. 06. 0:00:00
9274;2;4653;El kell végezni a szervizelést;Nyár utca 58;12006;Cegléd;elvégezve;alacsony;2021. 10. 20. 0:00:00;2021. 11. 03. 0:00:00;szerviz;20;2021. 11. 03. 0:00:00
9275;4;4654;El kell végezni a telepítést;Gyöngyvirág utca 4;12370;Hajdúszoboszló;elvégezve;alacsony;2023. 05. 01. 0:00:00;2023. 05. 15. 0:00:00;telepítés;15;2023. 05. 15. 0:00:00
9276;6;4655;El kell végezni a telepítést;Honvéd utca 96;12321;Komárom;elvégezve;közepes;2021. 03. 02. 0:00:00;2021. 03. 16. 0:00:00;telepítés;12;2021. 03. 16. 0:00:00
9277;2;4656;El kell végezni a telepítést;Kossuth utca 50;18458;Debrecen;elvégezve;közepes;2021. 11. 04. 0:00:00;2021. 11. 18. 0:00:00;telepítés;17;2021. 11. 18. 0:00:00
9278;6;4656;El kell végezni a szervizelést;Kossuth utca 50;18458;Debrecen;elvégezve;magas;2021. 12. 02. 0:00:00;2021. 12. 16. 0:00:00;szerviz;17;2021. 12. 16. 0:00:00
9279;7;4656;El kell végezni a leszerelést;Kossuth utca 50;18458;Debrecen;elvégezve;közepes;2021. 12. 30. 0:00:00;2022. 01. 13. 0:00:00;leszerelés;14;2022. 01. 13. 0:00:00
9280;8;4657;El kell végezni a telepítést;Mátyás király utca 36;6087;Zalaegerszeg;elvégezve;magas;2024. 04. 11. 0:00:00;2024. 04. 25. 0:00:00;telepítés;18;2024. 04. 25. 0:00:00
9281;6;4657;El kell végezni a szervizelést;Mátyás király utca 36;6087;Zalaegerszeg;elvégezve;magas;2024. 05. 09. 0:00:00;2024. 05. 23. 0:00:00;szerviz;18;2024. 05. 23. 0:00:00
9282;6;4657;El kell végezni a leszerelést;Mátyás király utca 36;6087;Zalaegerszeg;elvégezve;közepes;2024. 06. 06. 0:00:00;2024. 06. 20. 0:00:00;leszerelés;19;2024. 06. 20. 0:00:00
9283;7;4658;El kell végezni a telepítést;Iskola utca 3;18369;Makó;elvégezve;alacsony;2019. 01. 22. 0:00:00;2019. 02. 05. 0:00:00;telepítés;19;2019. 02. 05. 0:00:00
9284;4;4658;El kell végezni a leszerelést;Iskola utca 3;18369;Makó;elvégezve;közepes;2019. 02. 19. 0:00:00;2019. 03. 05. 0:00:00;leszerelés;13;2019. 03. 05. 0:00:00
9285;10;4659;El kell végezni a telepítést;Jázmin utca 16;16411;Törökszentmiklós;elvégezve;alacsony;2024. 11. 17. 0:00:00;2024. 12. 01. 0:00:00;telepítés;15;2024. 12. 01. 0:00:00
9286;10;4659;El kell végezni a szervizelést;Jázmin utca 16;16411;Törökszentmiklós;elvégezve;magas;2024. 12. 15. 0:00:00;2024. 12. 29. 0:00:00;szerviz;20;2024. 12. 29. 0:00:00
9287;10;4660;El kell végezni a telepítést;Erkel Ferenc utca 19;10365;Tiszafüred;elvégezve;közepes;2024. 04. 16. 0:00:00;2024. 04. 30. 0:00:00;telepítés;16;2024. 04. 30. 0:00:00
9288;8;4661;El kell végezni a telepítést;Fő utca 78;17633;Siklós;elvégezve;magas;2024. 05. 14. 0:00:00;2024. 05. 28. 0:00:00;telepítés;15;2024. 05. 28. 0:00:00
9289;10;4661;El kell végezni a szervizelést;Fő utca 78;17633;Siklós;elvégezve;magas;2024. 06. 11. 0:00:00;2024. 06. 25. 0:00:00;szerviz;19;2024. 06. 25. 0:00:00
9290;3;4662;El kell végezni a telepítést;Tavasz utca 83;16004;Nyírbátor;elvégezve;alacsony;2024. 03. 17. 0:00:00;2024. 03. 31. 0:00:00;telepítés;20;2024. 03. 31. 0:00:00
9291;9;4662;El kell végezni a szervizelést;Tavasz utca 83;16004;Nyírbátor;elvégezve;alacsony;2024. 04. 14. 0:00:00;2024. 04. 28. 0:00:00;szerviz;12;2024. 04. 28. 0:00:00
9292;1;4663;El kell végezni a telepítést;Dózsa György utca 12;6159;Szentgotthárd;elvégezve;közepes;2024. 07. 25. 0:00:00;2024. 08. 08. 0:00:00;telepítés;13;2024. 08. 08. 0:00:00
9293;8;4663;El kell végezni a szervizelést;Dózsa György utca 12;6159;Szentgotthárd;elvégezve;közepes;2024. 08. 22. 0:00:00;2024. 09. 05. 0:00:00;szerviz;14;2024. 09. 05. 0:00:00
9294;9;4664;El kell végezni a telepítést;Templom utca 64;10849;Szekszárd;elvégezve;magas;2024. 04. 19. 0:00:00;2024. 05. 03. 0:00:00;telepítés;14;2024. 05. 03. 0:00:00
9295;9;4664;El kell végezni a szervizelést;Templom utca 64;10849;Szekszárd;elvégezve;magas;2024. 05. 17. 0:00:00;2024. 05. 31. 0:00:00;szerviz;17;2024. 05. 31. 0:00:00
9296;4;4664;El kell végezni a szervizelést;Templom utca 64;10849;Szekszárd;elvégezve;magas;2024. 06. 14. 0:00:00;2024. 06. 28. 0:00:00;szerviz;20;2024. 06. 28. 0:00:00
9297;1;4665;El kell végezni a telepítést;Munkás utca 89;11071;Szigetszentmiklós;elvégezve;magas;2023. 09. 26. 0:00:00;2023. 10. 10. 0:00:00;telepítés;19;2023. 10. 10. 0:00:00
9298;7;4665;El kell végezni a szervizelést;Munkás utca 89;11071;Szigetszentmiklós;elvégezve;magas;2023. 10. 24. 0:00:00;2023. 11. 07. 0:00:00;szerviz;19;2023. 11. 07. 0:00:00
9299;10;4665;El kell végezni a leszerelést;Munkás utca 89;11071;Szigetszentmiklós;elvégezve;közepes;2023. 11. 21. 0:00:00;2023. 12. 05. 0:00:00;leszerelés;12;2023. 12. 05. 0:00:00
9300;2;4666;El kell végezni a telepítést;Csokonai utca 80;18440;Nyírbátor;elvégezve;közepes;2024. 06. 14. 0:00:00;2024. 06. 28. 0:00:00;telepítés;19;2024. 06. 28. 0:00:00
9301;1;4667;El kell végezni a telepítést;Rákóczi tér 56;11763;Győr;elvégezve;közepes;2018. 06. 29. 0:00:00;2018. 07. 13. 0:00:00;telepítés;13;2018. 07. 13. 0:00:00
9302;6;4668;El kell végezni a telepítést;Rét utca 38;19225;Gyula;elvégezve;közepes;2022. 02. 25. 0:00:00;2022. 03. 11. 0:00:00;telepítés;13;2022. 03. 11. 0:00:00
9303;10;4669;El kell végezni a telepítést;Kossuth tér 37;6641;Pilisszentiván;elvégezve;magas;2022. 11. 18. 0:00:00;2022. 12. 02. 0:00:00;telepítés;16;2022. 12. 02. 0:00:00
9304;9;4669;El kell végezni a szervizelést;Kossuth tér 37;6641;Pilisszentiván;elvégezve;közepes;2022. 12. 16. 0:00:00;2022. 12. 30. 0:00:00;szerviz;18;2022. 12. 30. 0:00:00
9305;2;4669;El kell végezni a leszerelést;Kossuth tér 37;6641;Pilisszentiván;elvégezve;közepes;2023. 01. 13. 0:00:00;2023. 01. 27. 0:00:00;leszerelés;19;2023. 01. 27. 0:00:00
9306;3;4670;El kell végezni a telepítést;Mátyás király utca 72;11476;Kőszeg;elvégezve;magas;2023. 06. 29. 0:00:00;2023. 07. 13. 0:00:00;telepítés;20;2023. 07. 13. 0:00:00
9307;6;4670;El kell végezni a szervizelést;Mátyás király utca 72;11476;Kőszeg;elvégezve;közepes;2023. 07. 27. 0:00:00;2023. 08. 10. 0:00:00;szerviz;17;2023. 08. 10. 0:00:00
9308;7;4670;El kell végezni a leszerelést;Mátyás király utca 72;11476;Kőszeg;elvégezve;magas;2023. 08. 24. 0:00:00;2023. 09. 07. 0:00:00;leszerelés;13;2023. 09. 07. 0:00:00
9309;3;4671;El kell végezni a telepítést;Vörösmarty utca 77;6190;Celldömölk;elvégezve;közepes;2020. 02. 10. 0:00:00;2020. 02. 24. 0:00:00;telepítés;19;2020. 02. 24. 0:00:00
9310;10;4671;El kell végezni a leszerelést;Vörösmarty utca 77;6190;Celldömölk;elvégezve;közepes;2020. 03. 09. 0:00:00;2020. 03. 23. 0:00:00;leszerelés;20;2020. 03. 23. 0:00:00
9311;4;4672;El kell végezni a telepítést;Szabadság utca 97;9835;Dabas;elvégezve;magas;2025. 04. 13. 0:00:00;2025. 04. 27. 0:00:00;telepítés;13;2025. 04. 27. 0:00:00
9312;8;4673;El kell végezni a telepítést;Rét utca 98;1168;Balassagyarmat;elvégezve;közepes;2024. 06. 22. 0:00:00;2024. 07. 06. 0:00:00;telepítés;16;2024. 07. 06. 0:00:00
9313;4;4673;El kell végezni a szervizelést;Rét utca 98;1168;Balassagyarmat;elvégezve;alacsony;2024. 07. 20. 0:00:00;2024. 08. 03. 0:00:00;szerviz;18;2024. 08. 03. 0:00:00
9314;1;4674;El kell végezni a telepítést;Arany János utca 74;46;Tiszafüred;elvégezve;magas;2019. 06. 22. 0:00:00;2019. 07. 06. 0:00:00;telepítés;16;2019. 07. 06. 0:00:00
9315;10;4674;El kell végezni a szervizelést;Arany János utca 74;46;Tiszafüred;elvégezve;közepes;2019. 07. 20. 0:00:00;2019. 08. 03. 0:00:00;szerviz;20;2019. 08. 03. 0:00:00
9316;3;4674;El kell végezni a szervizelést;Arany János utca 74;46;Tiszafüred;elvégezve;alacsony;2019. 08. 17. 0:00:00;2019. 08. 31. 0:00:00;szerviz;13;2019. 08. 31. 0:00:00
9317;7;4675;El kell végezni a telepítést;Orgona utca 39;17191;Karcag;elvégezve;magas;2019. 03. 01. 0:00:00;2019. 03. 15. 0:00:00;telepítés;15;2019. 03. 15. 0:00:00
9318;5;4675;El kell végezni a szervizelést;Orgona utca 39;17191;Karcag;elvégezve;magas;2019. 03. 29. 0:00:00;2019. 04. 12. 0:00:00;szerviz;19;2019. 04. 12. 0:00:00
9319;7;4675;El kell végezni a leszerelést;Orgona utca 39;17191;Karcag;elvégezve;magas;2019. 04. 26. 0:00:00;2019. 05. 10. 0:00:00;leszerelés;12;2019. 05. 10. 0:00:00
9320;6;4676;El kell végezni a telepítést;Petőfi utca 12;19599;Komárom;elvégezve;közepes;2021. 03. 16. 0:00:00;2021. 03. 30. 0:00:00;telepítés;12;2021. 03. 30. 0:00:00
9321;5;4676;El kell végezni a leszerelést;Petőfi utca 12;19599;Komárom;elvégezve;alacsony;2021. 04. 13. 0:00:00;2021. 04. 27. 0:00:00;leszerelés;20;2021. 04. 27. 0:00:00
9322;8;4677;El kell végezni a telepítést;Közép utca 9;15241;Győr;elvégezve;alacsony;2023. 09. 03. 0:00:00;2023. 09. 17. 0:00:00;telepítés;16;2023. 09. 17. 0:00:00
9323;4;4678;El kell végezni a telepítést;Virág utca 34;15323;Kaposvár;elvégezve;közepes;2017. 12. 13. 0:00:00;2017. 12. 27. 0:00:00;telepítés;16;2017. 12. 27. 0:00:00
9324;10;4678;El kell végezni a szervizelést;Virág utca 34;15323;Kaposvár;elvégezve;alacsony;2018. 01. 10. 0:00:00;2018. 01. 24. 0:00:00;szerviz;17;2018. 01. 24. 0:00:00
9325;8;4679;El kell végezni a telepítést;Csokonai utca 67;10610;Jászberény;elvégezve;magas;2022. 11. 28. 0:00:00;2022. 12. 12. 0:00:00;telepítés;16;2022. 12. 12. 0:00:00
9326;10;4680;El kell végezni a telepítést;Petőfi utca 60;572;Kunszentmiklós;elvégezve;alacsony;2022. 12. 01. 0:00:00;2022. 12. 15. 0:00:00;telepítés;17;2022. 12. 15. 0:00:00
9327;2;4681;El kell végezni a telepítést;Kossuth utca 78;9737;Baja;elvégezve;közepes;2024. 10. 27. 0:00:00;2024. 11. 10. 0:00:00;telepítés;12;2024. 11. 10. 0:00:00
9328;1;4681;El kell végezni a szervizelést;Kossuth utca 78;9737;Baja;elvégezve;magas;2024. 11. 24. 0:00:00;2024. 12. 08. 0:00:00;szerviz;15;2024. 12. 08. 0:00:00
9329;8;4682;El kell végezni a telepítést;Templom utca 79;1660;Tapolca;elvégezve;alacsony;2017. 01. 26. 0:00:00;2017. 02. 09. 0:00:00;telepítés;18;2017. 02. 09. 0:00:00
9330;11;4682;El kell végezni a szervizelést;Templom utca 79;1660;Tapolca;elvégezve;magas;2017. 02. 23. 0:00:00;2017. 03. 09. 0:00:00;szerviz;17;2017. 03. 09. 0:00:00
9331;8;4682;El kell végezni a szervizelést;Templom utca 79;1660;Tapolca;elvégezve;magas;2017. 03. 23. 0:00:00;2017. 04. 06. 0:00:00;szerviz;18;2017. 04. 06. 0:00:00
9332;1;4683;El kell végezni a telepítést;Szent István utca 4;18685;Pilisszentiván;elvégezve;alacsony;2019. 09. 23. 0:00:00;2019. 10. 07. 0:00:00;telepítés;18;2019. 10. 07. 0:00:00
9333;7;4683;El kell végezni a szervizelést;Szent István utca 4;18685;Pilisszentiván;elvégezve;alacsony;2019. 10. 21. 0:00:00;2019. 11. 04. 0:00:00;szerviz;20;2019. 11. 04. 0:00:00
9334;11;4683;El kell végezni a leszerelést;Szent István utca 4;18685;Pilisszentiván;elvégezve;közepes;2019. 11. 18. 0:00:00;2019. 12. 02. 0:00:00;leszerelés;19;2019. 12. 02. 0:00:00
9335;3;4684;El kell végezni a telepítést;Fő utca 26;7396;Nagykanizsa;elvégezve;alacsony;2024. 04. 06. 0:00:00;2024. 04. 20. 0:00:00;telepítés;17;2024. 04. 20. 0:00:00
9336;5;4684;El kell végezni a szervizelést;Fő utca 26;7396;Nagykanizsa;elvégezve;alacsony;2024. 05. 04. 0:00:00;2024. 05. 18. 0:00:00;szerviz;19;2024. 05. 18. 0:00:00
9337;5;4684;El kell végezni a leszerelést;Fő utca 26;7396;Nagykanizsa;elvégezve;alacsony;2024. 06. 01. 0:00:00;2024. 06. 15. 0:00:00;leszerelés;15;2024. 06. 15. 0:00:00
9338;4;4685;El kell végezni a telepítést;Tavasz utca 54;15581;Dunakeszi;elvégezve;magas;2024. 12. 28. 0:00:00;2025. 01. 11. 0:00:00;telepítés;14;2025. 01. 11. 0:00:00
9339;5;4685;El kell végezni a leszerelést;Tavasz utca 54;15581;Dunakeszi;elvégezve;magas;2025. 01. 25. 0:00:00;2025. 02. 08. 0:00:00;leszerelés;18;2025. 02. 08. 0:00:00
9340;6;4686;El kell végezni a telepítést;Iskola utca 38;6441;Lenti;elvégezve;közepes;2024. 06. 20. 0:00:00;2024. 07. 04. 0:00:00;telepítés;19;2024. 07. 04. 0:00:00
9341;1;4687;El kell végezni a telepítést;Szabadság utca 55;15049;Ózd;elvégezve;magas;2016. 07. 02. 0:00:00;2016. 07. 16. 0:00:00;telepítés;12;2016. 07. 16. 0:00:00
9342;2;4687;El kell végezni a szervizelést;Szabadság utca 55;15049;Ózd;elvégezve;magas;2016. 07. 30. 0:00:00;2016. 08. 13. 0:00:00;szerviz;19;2016. 08. 13. 0:00:00
9343;11;4687;El kell végezni a leszerelést;Szabadság utca 55;15049;Ózd;elvégezve;magas;2016. 08. 27. 0:00:00;2016. 09. 10. 0:00:00;leszerelés;12;2016. 09. 10. 0:00:00
9344;7;4688;El kell végezni a telepítést;Gyöngyvirág utca 14;15961;Nyírbátor;elvégezve;alacsony;2024. 08. 01. 0:00:00;2024. 08. 15. 0:00:00;telepítés;20;2024. 08. 15. 0:00:00
9345;5;4688;El kell végezni a leszerelést;Gyöngyvirág utca 14;15961;Nyírbátor;elvégezve;közepes;2024. 08. 29. 0:00:00;2024. 09. 12. 0:00:00;leszerelés;20;2024. 09. 12. 0:00:00
9346;4;4689;El kell végezni a telepítést;Széchenyi utca 83;5133;Gyöngyös;elvégezve;magas;2024. 07. 31. 0:00:00;2024. 08. 14. 0:00:00;telepítés;17;2024. 08. 14. 0:00:00
9347;3;4690;El kell végezni a telepítést;Virág utca 48;15727;Hódmezővásárhely;elvégezve;közepes;2021. 03. 27. 0:00:00;2021. 04. 10. 0:00:00;telepítés;12;2021. 04. 10. 0:00:00
9348;5;4690;El kell végezni a szervizelést;Virág utca 48;15727;Hódmezővásárhely;elvégezve;közepes;2021. 04. 24. 0:00:00;2021. 05. 08. 0:00:00;szerviz;15;2021. 05. 08. 0:00:00
9349;4;4690;El kell végezni a szervizelést;Virág utca 48;15727;Hódmezővásárhely;elvégezve;közepes;2021. 05. 22. 0:00:00;2021. 06. 05. 0:00:00;szerviz;17;2021. 06. 05. 0:00:00
9350;1;4691;El kell végezni a telepítést;Iskola utca 20;1550;Hatvan;elvégezve;közepes;2024. 10. 28. 0:00:00;2024. 11. 11. 0:00:00;telepítés;20;2024. 11. 11. 0:00:00
9351;7;4692;El kell végezni a telepítést;Rózsa utca 80;151;Kiskunhalas;elvégezve;alacsony;2021. 08. 03. 0:00:00;2021. 08. 17. 0:00:00;telepítés;12;2021. 08. 17. 0:00:00
9352;4;4693;El kell végezni a telepítést;Deák Ferenc utca 84;18858;Gárdony;elvégezve;magas;2024. 07. 07. 0:00:00;2024. 07. 21. 0:00:00;telepítés;20;2024. 07. 21. 0:00:00
9353;7;4693;El kell végezni a leszerelést;Deák Ferenc utca 84;18858;Gárdony;elvégezve;magas;2024. 08. 04. 0:00:00;2024. 08. 18. 0:00:00;leszerelés;12;2024. 08. 18. 0:00:00
9354;10;4694;El kell végezni a telepítést;Deák Ferenc utca 69;15096;Sárbogárd;elvégezve;alacsony;2020. 11. 28. 0:00:00;2020. 12. 12. 0:00:00;telepítés;16;2020. 12. 12. 0:00:00
9355;7;4694;El kell végezni a szervizelést;Deák Ferenc utca 69;15096;Sárbogárd;elvégezve;magas;2020. 12. 26. 0:00:00;2021. 01. 09. 0:00:00;szerviz;19;2021. 01. 09. 0:00:00
9356;9;4694;El kell végezni a leszerelést;Deák Ferenc utca 69;15096;Sárbogárd;elvégezve;alacsony;2021. 01. 23. 0:00:00;2021. 02. 06. 0:00:00;leszerelés;14;2021. 02. 06. 0:00:00
9357;2;4695;El kell végezni a telepítést;Erkel Ferenc utca 94;3511;Zalaegerszeg;elvégezve;magas;2022. 06. 10. 0:00:00;2022. 06. 24. 0:00:00;telepítés;13;2022. 06. 24. 0:00:00
9358;4;4696;El kell végezni a telepítést;Béke utca 5;2424;Nagykőrös;elvégezve;alacsony;2020. 02. 17. 0:00:00;2020. 03. 02. 0:00:00;telepítés;17;2020. 03. 02. 0:00:00
9359;6;4696;El kell végezni a szervizelést;Béke utca 5;2424;Nagykőrös;elvégezve;magas;2020. 03. 16. 0:00:00;2020. 03. 30. 0:00:00;szerviz;16;2020. 03. 30. 0:00:00
9360;5;4696;El kell végezni a szervizelést;Béke utca 5;2424;Nagykőrös;elvégezve;közepes;2020. 04. 13. 0:00:00;2020. 04. 27. 0:00:00;szerviz;13;2020. 04. 27. 0:00:00
9361;2;4697;El kell végezni a telepítést;Kossuth utca 27;6257;Balassagyarmat;elvégezve;alacsony;2025. 01. 01. 0:00:00;2025. 01. 15. 0:00:00;telepítés;19;2025. 01. 15. 0:00:00
