Id;FirstName;LastName;Email;Phone;Location;Address;BirthDate;ContractDate;RegistrationDate;Status;TerminalId;Password
5886;Boglárka;Szűcs;bszucs5886@gmail.com;+36645514914;Gyömrő;Madách utca 11;1999. 03. 26. 0:00:00;2020. 08. 10. 0:00:00;2020. 08. 10. 0:00:00;aktív;8390;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5887;Jázmin;Deák;jdeak5887@gmail.com;+36936945257;Nagykáta;Nyár utca 1;1961. 07. 08. 0:00:00;2023. 10. 13. 0:00:00;2023. 10. 13. 0:00:00;inaktív;9564;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5888;Ákos;Deák;adeak5888@gmail.com;+36926273440;Füzesabony;Hunyadi utca 88;1980. 11. 19. 0:00:00;2021. 08. 01. 0:00:00;2021. 08. 01. 0:00:00;inaktív;6232;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5889;Márton;Juhász;mjuhasz5889@gmail.com;+36208999150;Mezőkövesd;Deák Ferenc utca 66;1973. 08. 20. 0:00:00;2020. 04. 07. 0:00:00;2020. 04. 07. 0:00:00;aktív;2508;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5890;Attila;Balogh;abalogh5890@gmail.com;+36551880161;Gyöngyös;Erkel Ferenc utca 62;1979. 04. 05. 0:00:00;2024. 07. 04. 0:00:00;2024. 07. 04. 0:00:00;aktív;17848;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5891;Ottó;Hegedüs;ohegedus5891@gmail.com;+36231030420;Tiszafüred;Hársfa utca 11;1996. 12. 08. 0:00:00;2024. 07. 21. 0:00:00;2024. 07. 21. 0:00:00;inaktív;7186;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5892;Bianka;Orosz;borosz5892@gmail.com;+36998123232;Pilisvörösvár;Dózsa György utca 57;1964. 12. 05. 0:00:00;2024. 02. 28. 0:00:00;2024. 02. 28. 0:00:00;inaktív;17520;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5893;Luca;Pataki;lpataki5893@gmail.com;+36893265577;Érd;Kert utca 62;1961. 06. 23. 0:00:00;2022. 04. 15. 0:00:00;2022. 04. 15. 0:00:00;inaktív;5641;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5894;Tibor;Balázs;tbalazs5894@gmail.com;+36375585371;Kiskunfélegyháza;Akácfa utca 97;1989. 09. 01. 0:00:00;2019. 06. 25. 0:00:00;2019. 06. 25. 0:00:00;aktív;11553;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5895;Jázmin;Bakos;jbakos5895@gmail.com;+36294420737;Zirc;Honvéd utca 83;1987. 07. 20. 0:00:00;2019. 08. 29. 0:00:00;2019. 08. 29. 0:00:00;inaktív;18311;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5896;Krisztina;Sándor;ksandor5896@gmail.com;+36516079024;Karcag;Hunyadi utca 31;1964. 12. 16. 0:00:00;2023. 04. 13. 0:00:00;2023. 04. 13. 0:00:00;aktív;318;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5897;Lili;Mészáros;lmeszaros5897@gmail.com;+36575673674;Cegléd;Rét utca 12;2001. 11. 11. 0:00:00;2020. 05. 21. 0:00:00;2020. 05. 21. 0:00:00;aktív;6545;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5898;Arnold;Szűcs;aszucs5898@gmail.com;+36499094615;Karcag;Kossuth tér 67;1972. 05. 20. 0:00:00;2024. 02. 22. 0:00:00;2024. 02. 22. 0:00:00;aktív;305;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5899;Jázmin;Illés;jilles5899@gmail.com;+36211046583;Cegléd;Gyöngyvirág utca 45;1973. 08. 02. 0:00:00;2018. 03. 17. 0:00:00;2018. 03. 17. 0:00:00;aktív;993;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5900;László;Váradi;lvaradi5900@gmail.com;+36854599062;Vác;Rózsa utca 68;1987. 07. 16. 0:00:00;2019. 12. 13. 0:00:00;2019. 12. 13. 0:00:00;aktív;2632;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5901;Vivien;Gulyás;vgulyas5901@gmail.com;+36404566223;Budaörs;Tavaszmező utca 83;1995. 08. 21. 0:00:00;2022. 10. 23. 0:00:00;2022. 10. 23. 0:00:00;aktív;15394;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5902;Imre;Papp;ipapp5902@gmail.com;+36612048271;Karcag;Széchenyi utca 46;1964. 12. 04. 0:00:00;2022. 07. 31. 0:00:00;2022. 07. 31. 0:00:00;aktív;1834;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5903;Margit;Mezei;mmezei5903@gmail.com;+36853898513;Kiskunhalas;Tavaszmező utca 64;1975. 10. 03. 0:00:00;2025. 03. 19. 0:00:00;2025. 03. 19. 0:00:00;aktív;11682;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5904;Orsolya;Kiss;okiss5904@gmail.com;+36706537780;Budaörs;Bem utca 21;1975. 06. 29. 0:00:00;2022. 12. 03. 0:00:00;2022. 12. 03. 0:00:00;inaktív;13;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5905;Arnold;Takács;atakacs5905@gmail.com;+36215567552;Zalaegerszeg;Hunyadi utca 18;1982. 01. 06. 0:00:00;2022. 12. 20. 0:00:00;2022. 12. 20. 0:00:00;aktív;15365;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5906;Erik;Oláh;eolah5906@gmail.com;+36265397737;Tata;Mátyás király utca 77;1974. 09. 05. 0:00:00;2023. 03. 12. 0:00:00;2023. 03. 12. 0:00:00;aktív;13580;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5907;Lilla;Sárközi;lsarkozi5907@gmail.com;+36946245549;Berettyóújfalu;Új utca 24;1979. 09. 10. 0:00:00;2023. 12. 18. 0:00:00;2023. 12. 18. 0:00:00;aktív;15005;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5908;Vivien;Dudás;vdudas5908@gmail.com;+36477365683;Fót;Mátyás király utca 5;1980. 12. 15. 0:00:00;2020. 06. 04. 0:00:00;2020. 06. 04. 0:00:00;aktív;2000;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5909;Benedek;Budai;bbudai5909@gmail.com;+36501493507;Jászberény;Erkel Ferenc utca 10;1963. 05. 15. 0:00:00;2025. 03. 29. 0:00:00;2025. 03. 29. 0:00:00;inaktív;17391;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5910;Ágnes;Juhász;ajuhasz5910@gmail.com;+36355229861;Mosonmagyaróvár;Virág utca 27;2000. 03. 11. 0:00:00;2023. 08. 12. 0:00:00;2023. 08. 12. 0:00:00;aktív;15089;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5911;Tamás;Nemes;tnemes5911@gmail.com;+36492769486;Tata;Közép utca 45;1996. 08. 30. 0:00:00;2024. 07. 05. 0:00:00;2024. 07. 05. 0:00:00;aktív;14711;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5912;Attila;Szekeres;aszekeres5912@gmail.com;+36499228476;Pilisvörösvár;Közép utca 37;1995. 09. 05. 0:00:00;2022. 07. 21. 0:00:00;2022. 07. 21. 0:00:00;inaktív;17596;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5913;Zsigmond;Jónás;zjonas5913@gmail.com;+36873678482;Kaposvár;Tavaszmező utca 53;1981. 02. 22. 0:00:00;2023. 01. 13. 0:00:00;2023. 01. 13. 0:00:00;aktív;6939;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5914;Zsigmond;Vörös;zvoros5914@gmail.com;+36846324097;Tiszaújváros;Szabadság utca 65;1970. 04. 09. 0:00:00;2022. 11. 08. 0:00:00;2022. 11. 08. 0:00:00;inaktív;782;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5915;Andrea;Bodnár;abodnar5915@gmail.com;+36323741206;Tiszafüred;Szabadság utca 30;1996. 07. 29. 0:00:00;2021. 08. 11. 0:00:00;2021. 08. 11. 0:00:00;aktív;13538;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5916;Andrea;Nemes;anemes5916@gmail.com;+36339742209;Kiskunfélegyháza;Rákóczi tér 77;1996. 02. 02. 0:00:00;2019. 02. 01. 0:00:00;2019. 02. 01. 0:00:00;aktív;2212;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5917;János;László;jlaszlo5917@gmail.com;+36341542275;Makó;Nyár utca 31;1982. 09. 30. 0:00:00;2019. 06. 19. 0:00:00;2019. 06. 19. 0:00:00;inaktív;2053;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5918;Ákos;Fábián;afabian5918@gmail.com;+36424042290;Makó;Hegyalja utca 51;1999. 11. 21. 0:00:00;2022. 07. 21. 0:00:00;2022. 07. 21. 0:00:00;inaktív;7054;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5919;Imre;Pásztor;ipasztor5919@gmail.com;+36394311728;Vecsés;Szent István utca 3;1995. 01. 25. 0:00:00;2024. 11. 27. 0:00:00;2024. 11. 27. 0:00:00;inaktív;17055;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5920;Barbara;Szőke;bszoke5920@gmail.com;+36532012321;Ózd;Kert utca 60;1972. 03. 03. 0:00:00;2023. 02. 06. 0:00:00;2023. 02. 06. 0:00:00;aktív;3177;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5921;Ferenc;Veres;fveres5921@gmail.com;+36362072144;Eger;Kossuth utca 4;1988. 07. 31. 0:00:00;2024. 08. 21. 0:00:00;2024. 08. 21. 0:00:00;aktív;3505;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5922;Fanni;Farkas;ffarkas5922@gmail.com;+36723527994;Balatonfüred;Templom utca 71;1997. 10. 24. 0:00:00;2021. 04. 22. 0:00:00;2021. 04. 22. 0:00:00;aktív;18193;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5923;József;Török;jtorok5923@gmail.com;+36457611780;Berettyóújfalu;Hegyalja utca 37;1970. 06. 15. 0:00:00;2024. 04. 24. 0:00:00;2024. 04. 24. 0:00:00;aktív;10309;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5924;Orsolya;Gál;ogal5924@gmail.com;+36664377259;Gyömrő;Új utca 40;1969. 03. 02. 0:00:00;2024. 08. 04. 0:00:00;2024. 08. 04. 0:00:00;aktív;1908;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5925;Izabella;Orosz;iorosz5925@gmail.com;+36225207231;Balatonfüred;Madách utca 65;1972. 03. 21. 0:00:00;2022. 05. 24. 0:00:00;2022. 05. 24. 0:00:00;inaktív;1705;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5926;Szilvia;Jónás;sjonas5926@gmail.com;+36928528141;Vecsés;Hunyadi utca 6;1986. 04. 09. 0:00:00;2025. 01. 13. 0:00:00;2025. 01. 13. 0:00:00;aktív;7618;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5927;Eszter;Vincze;evincze5927@gmail.com;+36331195540;Hatvan;Mátyás király utca 22;1968. 02. 21. 0:00:00;2024. 09. 08. 0:00:00;2024. 09. 08. 0:00:00;aktív;15200;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5928;Adrienn;Vincze;avincze5928@gmail.com;+36926859763;Nagykőrös;Béke utca 11;2002. 03. 26. 0:00:00;2017. 07. 05. 0:00:00;2017. 07. 05. 0:00:00;inaktív;5957;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5929;Kincső;Vincze;kvincze5929@gmail.com;+36868621799;Makó;Alkotmány utca 27;1980. 02. 07. 0:00:00;2023. 02. 10. 0:00:00;2023. 02. 10. 0:00:00;aktív;10026;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5930;Anikó;Fekete;afekete5930@gmail.com;+36714767225;Székesfehérvár;Béke utca 85;1991. 08. 15. 0:00:00;2023. 06. 21. 0:00:00;2023. 06. 21. 0:00:00;aktív;18683;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5931;József;Illés;jilles5931@gmail.com;+36655225621;Hajdúböszörmény;Béke utca 35;2002. 03. 07. 0:00:00;2017. 07. 01. 0:00:00;2017. 07. 01. 0:00:00;aktív;8969;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5932;Sándor;Pintér;spinter5932@gmail.com;+36239066606;Hajdúböszörmény;Ady Endre utca 85;1982. 10. 09. 0:00:00;2025. 01. 12. 0:00:00;2025. 01. 12. 0:00:00;aktív;8554;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5933;Kincső;Fazekas;kfazekas5933@gmail.com;+36468980862;Komló;Rákóczi utca 91;1999. 03. 21. 0:00:00;2024. 12. 15. 0:00:00;2024. 12. 15. 0:00:00;aktív;14301;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5934;Judit;Lengyel;jlengyel5934@gmail.com;+36294306687;Nyíregyháza;Rét utca 1;1996. 08. 04. 0:00:00;2018. 12. 14. 0:00:00;2018. 12. 14. 0:00:00;aktív;12193;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5935;Kincső;Kocsis;kkocsis5935@gmail.com;+36251977393;Gödöllő;Szent István utca 13;1987. 01. 16. 0:00:00;2023. 12. 24. 0:00:00;2023. 12. 24. 0:00:00;aktív;18759;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5936;Dóra;Bodnár;dbodnar5936@gmail.com;+36917112134;Balatonfüred;Új utca 91;1989. 09. 30. 0:00:00;2020. 10. 08. 0:00:00;2020. 10. 08. 0:00:00;inaktív;585;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5937;Enikő;Vincze;evincze5937@gmail.com;+36774033908;Győr;Arany János utca 98;1981. 04. 17. 0:00:00;2023. 10. 11. 0:00:00;2023. 10. 11. 0:00:00;aktív;18587;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5938;Emese;Fehér;efeher5938@gmail.com;+36942265553;Tapolca;Tavaszmező utca 23;1996. 12. 15. 0:00:00;2025. 04. 08. 0:00:00;2025. 04. 08. 0:00:00;aktív;12041;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5939;Gábor;Illés;gilles5939@gmail.com;+36748644777;Lenti;Tavaszmező utca 7;1970. 05. 18. 0:00:00;2024. 06. 22. 0:00:00;2024. 06. 22. 0:00:00;aktív;14725;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5940;Ádám;Sárközi;asarkozi5940@gmail.com;+36949499144;Tapolca;Akácfa utca 58;1975. 07. 27. 0:00:00;2021. 04. 18. 0:00:00;2021. 04. 18. 0:00:00;inaktív;5894;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5941;Gabriella;Fehér;gfeher5941@gmail.com;+36391588229;Gödöllő;Sport utca 2;2001. 03. 02. 0:00:00;2023. 05. 23. 0:00:00;2023. 05. 23. 0:00:00;aktív;8298;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5942;Luca;Kovács;lkovacs5942@gmail.com;+36846905948;Miskolc;Alkotmány utca 2;1992. 09. 13. 0:00:00;2016. 10. 27. 0:00:00;2016. 10. 27. 0:00:00;inaktív;13675;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5943;Bianka;Barta;bbarta5943@gmail.com;+36371487842;Gyula;Virág utca 87;1970. 12. 08. 0:00:00;2019. 08. 08. 0:00:00;2019. 08. 08. 0:00:00;aktív;1029;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5944;Eszter;Jakab;ejakab5944@gmail.com;+36602671916;Gyöngyös;Dózsa György utca 13;1978. 06. 01. 0:00:00;2017. 01. 06. 0:00:00;2017. 01. 06. 0:00:00;aktív;5989;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5945;Natasa;Veres;nveres5945@gmail.com;+36932553748;Tolna;Bartók Béla utca 17;1991. 03. 05. 0:00:00;2020. 01. 22. 0:00:00;2020. 01. 22. 0:00:00;aktív;3152;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5946;Szilvia;Mezei;smezei5946@gmail.com;+36861630066;Makó;Erkel Ferenc utca 12;1981. 10. 30. 0:00:00;2024. 12. 17. 0:00:00;2024. 12. 17. 0:00:00;aktív;2534;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5947;István;Lakatos;ilakatos5947@gmail.com;+36202006146;Orosháza;Rózsa utca 94;1966. 10. 21. 0:00:00;2024. 02. 18. 0:00:00;2024. 02. 18. 0:00:00;inaktív;9549;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5948;Nikolett;Bíró;nbiro5948@gmail.com;+36718373996;Miskolc;Akácfa utca 1;1969. 11. 18. 0:00:00;2024. 06. 09. 0:00:00;2024. 06. 09. 0:00:00;aktív;3791;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5949;Júlia;Nagy;jnagy5949@gmail.com;+36303286477;Orosháza;Táncsics Mihály utca 56;1962. 01. 07. 0:00:00;2025. 04. 12. 0:00:00;2025. 04. 12. 0:00:00;aktív;6819;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5950;Dominik;Papp;dpapp5950@gmail.com;+36273945556;Kaba;Kossuth utca 58;2000. 08. 21. 0:00:00;2022. 05. 09. 0:00:00;2022. 05. 09. 0:00:00;inaktív;245;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5951;Kincső;Vörös;kvoros5951@gmail.com;+36232880005;Kisvárda;Táncsics Mihály utca 29;1988. 09. 27. 0:00:00;2024. 12. 04. 0:00:00;2024. 12. 04. 0:00:00;aktív;17747;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5952;Béla;Pintér;bpinter5952@gmail.com;+36848580118;Pilisvörösvár;Tavasz utca 37;1961. 03. 06. 0:00:00;2022. 08. 02. 0:00:00;2022. 08. 02. 0:00:00;aktív;13742;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5953;Nikolett;Bálint;nbalint5953@gmail.com;+36245765472;Kecskemét;Csokonai utca 15;1982. 02. 21. 0:00:00;2023. 04. 24. 0:00:00;2023. 04. 24. 0:00:00;aktív;13020;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5954;Dominik;Fekete;dfekete5954@gmail.com;+36998252687;Budapest;Hegyalja utca 10;1971. 12. 21. 0:00:00;2024. 09. 27. 0:00:00;2024. 09. 27. 0:00:00;aktív;19405;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5955;Arnold;Tamás;atamas5955@gmail.com;+36795112318;Kunszentmiklós;Munkás utca 84;1965. 10. 22. 0:00:00;2017. 03. 14. 0:00:00;2017. 03. 14. 0:00:00;aktív;2770;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5956;Arnold;Csonka;acsonka5956@gmail.com;+36252529956;Tolna;Kert utca 50;1970. 08. 29. 0:00:00;2024. 11. 20. 0:00:00;2024. 11. 20. 0:00:00;inaktív;5592;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5957;Judit;Kozma;jkozma5957@gmail.com;+36334220560;Veszprém;Mátyás király utca 79;1972. 04. 19. 0:00:00;2022. 08. 23. 0:00:00;2022. 08. 23. 0:00:00;aktív;13957;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5958;Fanni;Kovács;fkovacs5958@gmail.com;+36238931172;Jászapáti;Vörösmarty utca 14;1999. 01. 30. 0:00:00;2025. 01. 13. 0:00:00;2025. 01. 13. 0:00:00;aktív;10339;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5959;Lili;Tamás;ltamas5959@gmail.com;+36309221179;Hódmezővásárhely;Bartók Béla utca 54;1960. 06. 21. 0:00:00;2023. 09. 18. 0:00:00;2023. 09. 18. 0:00:00;inaktív;18394;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5960;Péter;Gál;pgal5960@gmail.com;+36414435369;Veszprém;Akácfa utca 93;1968. 06. 09. 0:00:00;2020. 06. 17. 0:00:00;2020. 06. 17. 0:00:00;aktív;15599;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5961;Tamás;Lengyel;tlengyel5961@gmail.com;+36279736904;Vác;Szent István utca 26;1987. 04. 30. 0:00:00;2023. 08. 17. 0:00:00;2023. 08. 17. 0:00:00;inaktív;3768;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5962;Laura;Takács;ltakacs5962@gmail.com;+36934585084;Pilisvörösvár;Temető utca 39;1963. 10. 23. 0:00:00;2023. 05. 07. 0:00:00;2023. 05. 07. 0:00:00;aktív;4412;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5963;Hajnalka;Fodor;hfodor5963@gmail.com;+36748059254;Gyömrő;Szabadság utca 98;1986. 11. 06. 0:00:00;2020. 11. 04. 0:00:00;2020. 11. 04. 0:00:00;inaktív;13377;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5964;Gábor;Balogh;gbalogh5964@gmail.com;+36312217027;Pápa;Hunyadi utca 25;1985. 08. 30. 0:00:00;2024. 11. 09. 0:00:00;2024. 11. 09. 0:00:00;aktív;13242;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5965;Bence;Sipos;bsipos5965@gmail.com;+36753179288;Kőszeg;Mátyás király utca 78;1985. 09. 09. 0:00:00;2024. 03. 30. 0:00:00;2024. 03. 30. 0:00:00;inaktív;15465;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5966;Katalin;Sipos;ksipos5966@gmail.com;+36348664128;Dabas;Táncsics Mihály utca 52;1979. 06. 08. 0:00:00;2025. 04. 21. 0:00:00;2025. 04. 21. 0:00:00;aktív;13858;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5967;Noémi;Sipos;nsipos5967@gmail.com;+36854902751;Siklós;Rákóczi tér 8;1999. 09. 11. 0:00:00;2015. 06. 14. 0:00:00;2015. 06. 14. 0:00:00;inaktív;8328;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5968;Attila;Farkas;afarkas5968@gmail.com;+36481470348;Gárdony;Deák Ferenc utca 37;1987. 07. 03. 0:00:00;2019. 04. 18. 0:00:00;2019. 04. 18. 0:00:00;aktív;12365;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5969;Natasa;Halász;nhalasz5969@gmail.com;+36593870187;Budapest;Orgona utca 31;1964. 01. 09. 0:00:00;2023. 12. 03. 0:00:00;2023. 12. 03. 0:00:00;aktív;3895;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5970;Lili;Pataki;lpataki5970@gmail.com;+36444549399;Kaba;Hunyadi utca 33;1978. 07. 31. 0:00:00;2021. 04. 28. 0:00:00;2021. 04. 28. 0:00:00;aktív;19417;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5971;Júlia;Boros;jboros5971@gmail.com;+36604512917;Nagykőrös;Csokonai utca 78;1994. 11. 25. 0:00:00;2018. 07. 15. 0:00:00;2018. 07. 15. 0:00:00;aktív;170;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5972;Nina;Illés;nilles5972@gmail.com;+36356732447;Makó;Iskola utca 35;1965. 11. 18. 0:00:00;2024. 04. 15. 0:00:00;2024. 04. 15. 0:00:00;aktív;15069;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5973;Barbara;Tamás;btamas5973@gmail.com;+36729312050;Gyömrő;Nyár utca 84;1968. 04. 15. 0:00:00;2017. 12. 16. 0:00:00;2017. 12. 16. 0:00:00;inaktív;11846;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5974;Natasa;Pásztor;npasztor5974@gmail.com;+36405689030;Tapolca;Iskola utca 87;1969. 11. 06. 0:00:00;2023. 06. 11. 0:00:00;2023. 06. 11. 0:00:00;aktív;15193;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5975;Szilvia;Gulyás;sgulyas5975@gmail.com;+36346879295;Siklós;Fő utca 66;1990. 04. 30. 0:00:00;2024. 04. 25. 0:00:00;2024. 04. 25. 0:00:00;aktív;5985;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5976;Erzsébet;Székely;eszekely5976@gmail.com;+36581458309;Szolnok;Honvéd utca 99;1994. 04. 23. 0:00:00;2022. 03. 07. 0:00:00;2022. 03. 07. 0:00:00;aktív;18384;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5977;József;Halász;jhalasz5977@gmail.com;+36647549740;Hódmezővásárhely;Rákóczi utca 34;1986. 09. 15. 0:00:00;2024. 03. 17. 0:00:00;2024. 03. 17. 0:00:00;aktív;14979;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5978;Márton;Sándor;msandor5978@gmail.com;+36697962794;Budaörs;Rét utca 67;1980. 10. 08. 0:00:00;2024. 07. 03. 0:00:00;2024. 07. 03. 0:00:00;aktív;3305;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5979;Ákos;Barta;abarta5979@gmail.com;+36424915632;Szeged;Hunyadi utca 52;1962. 03. 28. 0:00:00;2021. 05. 31. 0:00:00;2021. 05. 31. 0:00:00;aktív;10402;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5980;Melinda;Mészáros;mmeszaros5980@gmail.com;+36346520826;Tapolca;Hegyalja utca 48;1992. 12. 02. 0:00:00;2023. 02. 05. 0:00:00;2023. 02. 05. 0:00:00;aktív;17363;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
5981;Izabella;Kocsis;ikocsis5981@gmail.com;+36844482496;Békéscsaba;Bem utca 81;1964. 10. 13. 0:00:00;2017. 05. 05. 0:00:00;2017. 05. 05. 0:00:00;aktív;1323;248b646537648c1fbdeb42b56771dbdb42129e8bab527ff551a1f49ce499464f
